                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    273,                  1.279,                 7.1268,                 0.2314,                0.94688,                 1.1628,                0.81726,                0.71987,                0.81328,                 0.5277,                0.59986,                0.27107,                0.24039,                0.08062,                 1.1484,                 6.1953,                0.02796,                0.72745,                 1.0734,               0.005512,               0.005512,               0.005512
                    274,                 1.2795,                 7.1265,                0.23248,                0.94371,                 1.1637,                 0.8171,                0.71953,                0.81355,                0.52819,                0.58998,                0.27218,                0.24042,                0.08082,                  1.148,                 6.1941,                0.02791,                0.72666,                 1.0734,              0.0054955,              0.0054955,              0.0054955
                    275,                 1.2789,                  7.123,                0.23226,                0.94627,                 1.1634,                0.81593,                0.71874,                0.81364,                0.52811,                0.59717,                0.27117,                0.24128,                0.08148,                 1.1479,                 6.1931,                0.02776,                0.72595,                 1.0733,               0.005479,               0.005479,               0.005479
                    276,                 1.2795,                  7.123,                0.23274,                0.94444,                 1.1633,                0.81819,                0.71753,                0.81383,                0.52856,                0.59382,                0.27231,                0.24139,                0.08145,                 1.1476,                 6.1907,                0.02776,                0.72507,                 1.0731,              0.0054625,              0.0054625,              0.0054625
                    277,                 1.2759,                 7.1094,                0.23077,                0.94331,                 1.1627,                0.81835,                0.71912,                 0.8141,                0.52923,                0.59217,                0.27189,                0.24071,                0.08153,                 1.1468,                 6.1879,                0.02772,                0.72423,                 1.0728,               0.005446,               0.005446,               0.005446
                    278,                 1.2824,                 7.1154,                0.23112,                0.94479,                 1.1641,                0.81704,                0.72054,                0.81455,                0.52924,                0.59573,                 0.2725,                0.24171,                0.08131,                 1.1467,                  6.187,                 0.0277,                0.72411,                 1.0728,              0.0054295,              0.0054295,              0.0054295
                    279,                 1.2771,                 7.1105,                0.23143,                0.94305,                 1.1619,                 0.8172,                0.72045,                0.81457,                0.52886,                0.60194,                0.27184,                0.24212,                0.08128,                 1.1471,                 6.1852,                0.02772,                0.72422,                 1.0731,               0.005413,               0.005413,               0.005413
                    280,                 1.2798,                 7.1201,                0.23113,                0.94651,                 1.1625,                0.81522,                 0.7194,                0.81389,                0.52868,                0.59617,                0.27117,                0.23996,                 0.0809,                 1.1476,                  6.185,                0.02775,                 0.7247,                 1.0734,              0.0053965,              0.0053965,              0.0053965
                    281,                 1.2783,                 7.1207,                0.23072,                0.94285,                 1.1621,                0.81597,                0.71921,                0.81365,                0.52873,                0.59755,                0.27088,                0.23975,                0.08046,                 1.1465,                 6.1842,                0.02778,                0.72533,                 1.0727,                0.00538,                0.00538,                0.00538
                    282,                 1.2817,                  7.107,                0.23042,                0.94355,                 1.1628,                0.81756,                0.71962,                 0.8138,                 0.5287,                0.59535,                0.27193,                0.24052,                0.08078,                 1.1462,                 6.1842,                 0.0277,                0.72569,                 1.0726,              0.0053635,              0.0053635,              0.0053635
                    283,                 1.2751,                 7.0987,                0.23095,                0.94086,                 1.1613,                0.81596,                0.72001,                0.81324,                0.52883,                0.59635,                 0.2725,                0.24152,                0.08106,                 1.1462,                 6.1831,                0.02773,                0.72539,                 1.0728,               0.005347,               0.005347,               0.005347
                    284,                 1.2752,                 7.1076,                0.23107,                0.94272,                 1.1619,                0.81522,                0.72064,                0.81336,                0.52903,                0.60138,                0.27298,                0.24193,                0.08117,                 1.1458,                 6.1823,                0.02761,                0.72498,                 1.0726,              0.0053305,              0.0053305,              0.0053305
                    285,                 1.2772,                 7.0906,                0.23132,                0.94319,                 1.1637,                0.81709,                0.72007,                0.81328,                0.52871,                 0.5958,                0.27265,                0.24072,                0.08116,                 1.1456,                 6.1829,                0.02739,                0.72512,                 1.0725,               0.005314,               0.005314,               0.005314
                    286,                 1.2753,                 7.0947,                0.23181,                0.94183,                 1.1621,                0.81623,                0.71893,                0.81306,                0.52918,                0.59744,                0.27317,                0.24196,                0.08158,                 1.1458,                 6.1835,                0.02726,                0.72518,                 1.0722,              0.0052975,              0.0052975,              0.0052975
                    287,                 1.2736,                 7.0993,                0.23165,                0.94257,                 1.1618,                0.81574,                 0.7215,                0.81365,                0.52906,                0.59661,                0.27307,                0.24161,                0.08156,                  1.146,                 6.1825,                0.02719,                0.72602,                 1.0722,               0.005281,               0.005281,               0.005281
                    288,                 1.2781,                 7.1173,                0.23064,                0.94501,                 1.1637,                0.81627,                0.71912,                 0.8134,                0.52861,                0.59606,                0.27231,                0.24087,                0.08131,                 1.1461,                  6.183,                0.02705,                0.72581,                 1.0726,              0.0052645,              0.0052645,              0.0052645
                    289,                 1.2736,                  7.106,                0.23122,                0.94266,                  1.161,                0.81558,                0.71902,                0.81319,                0.52845,                0.59068,                0.27256,                0.24013,                0.08132,                 1.1461,                 6.1833,                0.02709,                0.72584,                 1.0727,               0.005248,               0.005248,               0.005248
                    290,                 1.2763,                 7.1002,                0.23062,                0.94124,                 1.1625,                0.81359,                0.71959,                0.81398,                0.52853,                0.59222,                0.27203,                0.23991,                0.08112,                 1.1464,                 6.1828,                0.02706,                0.72579,                 1.0726,              0.0052315,              0.0052315,              0.0052315
                    291,                 1.2734,                 7.0984,                0.23098,                0.93916,                 1.1596,                0.81627,                 0.7181,                0.81364,                0.52843,                0.59774,                0.27212,                0.24087,                0.08145,                 1.1462,                   6.18,                0.02704,                0.72567,                 1.0724,               0.005215,               0.005215,               0.005215
                    292,                 1.2744,                 7.0916,                0.23081,                0.94015,                 1.1601,                0.81753,                 0.7175,                0.81341,                0.52893,                0.60046,                 0.2726,                0.24228,                0.08191,                 1.1461,                 6.1782,                0.02712,                0.72525,                 1.0725,              0.0051985,              0.0051985,              0.0051985
                    293,                 1.2771,                 7.0998,                0.23156,                0.94121,                 1.1626,                0.81626,                0.71681,                0.81282,                0.52858,                0.59044,                0.27307,                0.24053,                0.08165,                 1.1462,                 6.1776,                0.02708,                0.72457,                 1.0727,               0.005182,               0.005182,               0.005182
                    294,                 1.2759,                 7.0844,                0.22993,                0.93873,                 1.1609,                0.81793,                 0.7175,                0.81318,                0.52901,                0.59133,                0.27279,                0.24087,                 0.0822,                 1.1457,                  6.176,                  0.027,                0.72432,                 1.0725,              0.0051655,              0.0051655,              0.0051655
                    295,                 1.2761,                 7.1014,                0.22988,                0.94054,                 1.1616,                0.81935,                0.71754,                0.81327,                  0.529,                0.58795,                0.27136,                0.23912,                0.08192,                 1.1453,                 6.1739,                0.02695,                0.72431,                 1.0724,               0.005149,               0.005149,               0.005149
                    296,                 1.2732,                 7.0904,                0.22939,                0.93791,                 1.1607,                0.82108,                0.71712,                0.81339,                0.52917,                 0.5879,                0.27257,                0.24026,                  0.082,                 1.1452,                 6.1718,                0.02701,                 0.7244,                 1.0723,              0.0051325,              0.0051325,              0.0051325
                    297,                 1.2714,                  7.074,                0.23027,                0.93657,                 1.1602,                0.81896,                0.71702,                0.81363,                0.52936,                0.58718,                0.27222,                0.23992,                0.08241,                 1.1453,                 6.1693,                0.02704,                0.72404,                 1.0724,               0.005116,               0.005116,               0.005116
                    298,                 1.2752,                 7.0945,                 0.2314,                0.94069,                 1.1612,                0.82016,                0.71693,                0.81395,                0.52982,                0.58719,                0.27365,                0.24143,                0.08258,                 1.1451,                 6.1691,                0.02708,                0.72364,                 1.0723,              0.0050995,              0.0050995,              0.0050995
                    299,                 1.2715,                 7.0788,                0.23038,                0.93942,                 1.1603,                0.82015,                0.71521,                 0.8142,                0.53027,                0.58859,                0.27362,                0.24145,                0.08284,                 1.1443,                 6.1682,                0.02697,                 0.7236,                 1.0718,               0.005083,               0.005083,               0.005083
                    300,                  1.272,                 7.0823,                0.23064,                0.93816,                 1.1591,                 0.8213,                 0.7179,                0.81444,                0.53057,                0.59031,                0.27448,                0.24195,                0.08276,                 1.1442,                 6.1672,                0.02683,                0.72373,                 1.0716,              0.0050665,              0.0050665,              0.0050665
                    301,                  1.273,                 7.0973,                0.23068,                0.94098,                 1.1605,                0.82014,                0.71731,                0.81428,                0.53033,                0.58832,                0.27384,                0.24127,                0.08277,                 1.1441,                 6.1689,                0.02678,                0.72336,                 1.0713,                0.00505,                0.00505,                0.00505
                    302,                 1.2711,                 7.0823,                0.23093,                0.93843,                 1.1603,                0.82221,                0.71331,                0.81366,                0.53004,                0.59123,                0.27355,                0.24097,                0.08297,                 1.1442,                 6.1661,                0.02672,                0.72331,                 1.0712,              0.0050335,              0.0050335,              0.0050335
                    303,                 1.2712,                 7.0713,                0.22935,                0.93503,                 1.1578,                 0.8222,                0.71445,                 0.8138,                 0.5299,                0.59321,                0.27469,                0.24258,                0.08309,                 1.1434,                 6.1669,                0.02671,                0.72392,                 1.0705,               0.005017,               0.005017,               0.005017
                    304,                  1.274,                 7.0844,                0.22928,                0.93714,                 1.1596,                0.82108,                0.71578,                0.81394,                0.52974,                0.58688,                0.27479,                0.24132,                0.08298,                 1.1435,                 6.1666,                0.02666,                0.72414,                 1.0704,              0.0050005,              0.0050005,              0.0050005
                    305,                 1.2745,                 7.0691,                0.23018,                0.93757,                 1.1601,                0.81857,                0.71626,                0.81326,                0.52948,                 0.5864,                0.27507,                0.24107,                0.08303,                 1.1435,                 6.1641,                 0.0267,                0.72404,                 1.0702,               0.004984,               0.004984,               0.004984
                    306,                 1.2736,                 7.0749,                0.22953,                0.93637,                 1.1608,                0.82043,                0.71483,                0.81289,                0.52989,                0.59326,                0.27438,                0.24151,                0.08297,                 1.1439,                 6.1631,                0.02669,                0.72378,                 1.0704,              0.0049675,              0.0049675,              0.0049675
                    307,                 1.2727,                 7.0789,                0.23046,                0.93581,                 1.1593,                0.81727,                0.71712,                0.81308,                0.52928,                0.59429,                0.27355,                0.24137,                  0.083,                 1.1436,                 6.1627,                0.02666,                 0.7237,                 1.0702,               0.004951,               0.004951,               0.004951
                    308,                 1.2712,                 7.0766,                0.22858,                0.93418,                 1.1569,                0.81896,                0.71673,                 0.8138,                0.52984,                0.59116,                 0.2726,                0.24028,                0.08263,                 1.1434,                 6.1607,                0.02671,                0.72356,                 1.0698,              0.0049345,              0.0049345,              0.0049345
                    309,                 1.2686,                 7.0689,                0.23044,                0.93584,                 1.1586,                0.81713,                0.71874,                0.81392,                0.53033,                0.59187,                0.27345,                0.24053,                0.08263,                 1.1434,                 6.1609,                0.02674,                0.72332,                 1.0696,               0.004918,               0.004918,               0.004918
                    310,                 1.2701,                 7.0535,                0.22895,                0.93246,                 1.1583,                0.81502,                0.71972,                 0.8142,                0.53047,                0.59455,                0.27441,                0.24318,                0.08292,                 1.1439,                 6.1607,                0.02662,                0.72366,                   1.07,              0.0049015,              0.0049015,              0.0049015
                    311,                 1.2729,                 7.0718,                0.22942,                0.93546,                 1.1604,                0.81867,                0.71864,                0.81508,                0.53049,                0.59188,                0.27355,                0.24264,                  0.083,                 1.1441,                 6.1594,                0.02662,                 0.7234,                 1.0704,               0.004885,               0.004885,               0.004885
                    312,                 1.2716,                 7.0704,                0.22997,                0.93733,                  1.159,                0.81745,                0.71902,                0.81485,                0.53012,                0.59141,                0.27403,                 0.2426,                0.08298,                  1.144,                 6.1598,                0.02661,                0.72338,                 1.0707,              0.0048685,              0.0048685,              0.0048685
                    313,                 1.2696,                 7.0584,                0.22941,                0.93259,                 1.1569,                0.81555,                0.71886,                0.81397,                0.52999,                0.59059,                0.27438,                0.24269,                0.08322,                 1.1442,                 6.1575,                0.02654,                0.72326,                 1.0709,               0.004852,               0.004852,               0.004852
                    314,                 1.2685,                 7.0571,                0.22951,                0.93428,                 1.1591,                 0.8167,                0.71848,                0.81387,                 0.5302,                0.59719,                0.27374,                0.24398,                0.08354,                 1.1439,                 6.1551,                0.02638,                0.72379,                 1.0707,              0.0048355,              0.0048355,              0.0048355
                    315,                 1.2694,                  7.047,                0.22981,                0.93486,                 1.1589,                0.81865,                0.71664,                0.81394,                0.52973,                0.58914,                0.27422,                0.24388,                0.08387,                 1.1436,                 6.1534,                0.02636,                 0.7231,                 1.0705,               0.004819,               0.004819,               0.004819
                    316,                 1.2735,                 7.0642,                0.22867,                0.93759,                 1.1581,                0.81634,                0.71969,                 0.8141,                0.53056,                0.58956,                0.27267,                0.24184,                0.08354,                 1.1429,                 6.1517,                0.02631,                0.72326,                   1.07,              0.0048025,              0.0048025,              0.0048025
                    317,                 1.2676,                 7.0629,                0.22977,                0.93431,                 1.1581,                0.81845,                0.72007,                 0.8147,                0.53051,                0.59115,                0.27279,                0.24213,                0.08332,                 1.1424,                 6.1525,                 0.0263,                 0.7233,                 1.0696,               0.004786,               0.004786,               0.004786
                    318,                 1.2675,                 7.0511,                0.22774,                0.93117,                 1.1569,                0.81735,                0.71988,                 0.8138,                0.52999,                0.59063,                0.27288,                 0.2418,                0.08333,                  1.142,                 6.1522,                0.02624,                 0.7234,                 1.0692,              0.0047695,              0.0047695,              0.0047695
                    319,                 1.2676,                 7.0509,                0.22929,                0.93274,                 1.1577,                0.81402,                0.72041,                0.81375,                 0.5305,                0.59061,                0.27184,                0.24196,                0.08317,                 1.1418,                 6.1526,                0.02608,                0.72344,                 1.0692,               0.004753,               0.004753,               0.004753
                    320,                 1.2693,                 7.0507,                0.22863,                0.93341,                 1.1571,                0.81573,                0.71864,                0.81352,                0.53054,                0.59382,                 0.2726,                0.24188,                0.08339,                 1.1421,                 6.1533,                0.02608,                0.72339,                 1.0695,              0.0047365,              0.0047365,              0.0047365
                    321,                 1.2676,                 7.0535,                0.22972,                0.93179,                 1.1564,                0.81767,                 0.7175,                0.81393,                0.53106,                0.59246,                0.27412,                0.24358,                 0.0834,                 1.1421,                 6.1517,                0.02607,                0.72323,                 1.0694,                0.00472,                0.00472,                0.00472
                    322,                   1.27,                 7.0439,                0.22814,                0.93228,                 1.1578,                0.81875,                0.71788,                0.81392,                 0.5309,                 0.5888,                0.27384,                0.24244,                0.08338,                 1.1414,                 6.1516,                0.02595,                0.72298,                 1.0692,              0.0047035,              0.0047035,              0.0047035
                    323,                  1.271,                  7.057,                0.22834,                0.93352,                 1.1566,                0.81818,                0.71893,                0.81471,                0.53098,                0.59277,                0.27336,                  0.243,                0.08347,                 1.1413,                 6.1516,                 0.0261,                0.72248,                 1.0689,               0.004687,               0.004687,               0.004687
                    324,                 1.2688,                 7.0527,                0.22847,                0.93066,                  1.157,                0.81905,                0.71816,                0.81496,                0.53067,                 0.5948,                0.27361,                0.24355,                0.08354,                 1.1412,                 6.1517,                0.02615,                0.72239,                 1.0686,              0.0046705,              0.0046705,              0.0046705
                    325,                 1.2656,                 7.0403,                0.22886,                0.92947,                 1.1558,                0.81682,                0.72073,                0.81485,                0.53087,                0.59558,                0.27431,                  0.245,                0.08362,                 1.1413,                 6.1526,                0.02611,                0.72191,                 1.0685,               0.004654,               0.004654,               0.004654
                    326,                 1.2652,                 7.0455,                0.22868,                0.93069,                 1.1566,                0.81955,                0.71997,                0.81512,                0.53089,                0.60539,                0.27212,                0.24446,                0.08331,                  1.141,                 6.1531,                0.02602,                0.72203,                 1.0681,              0.0046375,              0.0046375,              0.0046375
                    327,                 1.2662,                 7.0411,                0.22899,                 0.9303,                 1.1544,                0.81917,                 0.7194,                0.81482,                0.53016,                0.59943,                0.27238,                0.24361,                0.08319,                 1.1415,                 6.1543,                0.02604,                0.72237,                 1.0681,               0.004621,               0.004621,               0.004621
                    328,                 1.2674,                 7.0502,                0.22851,                0.93061,                 1.1559,                0.81928,                0.71969,                0.81463,                0.53034,                0.59208,                0.27488,                0.24452,                0.08331,                 1.1416,                 6.1541,                0.02605,                0.72212,                  1.068,              0.0046045,              0.0046045,              0.0046045
                    329,                 1.2667,                 7.0438,                0.22856,                0.92972,                  1.155,                0.81872,                0.71902,                0.81488,                0.53088,                0.58707,                 0.2746,                0.24433,                0.08355,                 1.1423,                  6.152,                0.02594,                0.72215,                 1.0683,               0.004588,               0.004588,               0.004588
                    330,                 1.2672,                 7.0424,                0.22903,                0.93288,                  1.157,                0.81705,                0.72007,                0.81476,                0.53078,                0.58848,                0.27593,                 0.2452,                0.08383,                 1.1425,                 6.1494,                0.02583,                0.72277,                 1.0685,              0.0045715,              0.0045715,              0.0045715
                    331,                 1.2636,                 7.0274,                0.22853,                0.92919,                  1.156,                0.81922,                0.71822,                0.81447,                0.53059,                0.59229,                0.27562,                 0.2457,                0.08382,                 1.1423,                 6.1487,                0.02571,                0.72252,                 1.0684,               0.004555,               0.004555,               0.004555
                    332,                 1.2646,                  7.026,                0.22728,                0.92787,                 1.1545,                0.81782,                0.71988,                0.81536,                0.53121,                0.59704,                0.27532,                0.24596,                0.08403,                  1.143,                  6.147,                0.02559,                0.72197,                 1.0686,              0.0045385,              0.0045385,              0.0045385
                    333,                 1.2708,                 7.0444,                0.22776,                0.93123,                 1.1578,                0.82087,                0.71664,                0.81506,                0.53119,                0.58788,                0.27622,                0.24425,                0.08392,                 1.1432,                 6.1467,                0.02539,                0.72199,                 1.0684,               0.004522,               0.004522,               0.004522
                    334,                 1.2658,                 7.0304,                0.22743,                0.92986,                 1.1547,                0.82498,                0.71251,                0.81507,                0.53113,                0.58696,                0.27584,                 0.2445,                0.08387,                 1.1429,                 6.1451,                0.02524,                0.72161,                 1.0681,              0.0045055,              0.0045055,              0.0045055
                    335,                  1.265,                 7.0315,                0.22855,                0.92937,                 1.1554,                0.82218,                0.71378,                0.81477,                0.53122,                0.59031,                0.27584,                0.24452,                 0.0841,                 1.1424,                 6.1443,                 0.0251,                0.72124,                  1.068,               0.004489,               0.004489,               0.004489
                    336,                 1.2616,                 7.0195,                0.22788,                0.92525,                 1.1549,                0.82184,                0.71302,                0.81449,                0.53193,                0.58503,                0.27622,                0.24446,                0.08429,                 1.1421,                 6.1441,                0.02508,                0.72103,                  1.068,              0.0044725,              0.0044725,              0.0044725
                    337,                 1.2653,                 7.0311,                0.22917,                 0.9309,                 1.1564,                0.82237,                0.71454,                0.81565,                0.53233,                 0.5909,                0.27526,                0.24436,                0.08457,                 1.1418,                 6.1445,                 0.0251,                0.72122,                 1.0676,               0.004456,               0.004456,               0.004456
                    338,                 1.2641,                 7.0168,                0.22829,                0.92738,                 1.1553,                0.81939,                0.71645,                0.81531,                0.53242,                0.59183,                0.27536,                0.24444,                0.08442,                 1.1412,                 6.1436,                 0.0252,                0.72093,                 1.0671,              0.0044395,              0.0044395,              0.0044395
                    339,                 1.2603,                 7.0027,                 0.2278,                0.92387,                 1.1531,                0.81654,                0.72045,                0.81602,                0.53267,                0.59276,                0.27641,                0.24536,                0.08458,                 1.1412,                 6.1432,                0.02524,                0.72062,                 1.0671,               0.004423,               0.004423,               0.004423
                    340,                 1.2617,                  7.029,                0.22758,                0.92648,                  1.153,                0.81851,                0.71978,                0.81621,                0.53208,                0.58851,                 0.2765,                0.24448,                0.08452,                 1.1414,                 6.1413,                0.02511,                0.72026,                 1.0672,              0.0044065,              0.0044065,              0.0044065
                    341,                 1.2671,                 7.0239,                0.22659,                0.92841,                 1.1542,                0.82054,                0.71883,                0.81598,                0.53182,                0.59489,                0.27717,                0.24569,                0.08472,                 1.1418,                 6.1397,                0.02514,                0.71976,                 1.0672,                0.00439,                0.00439,                0.00439
                    342,                 1.2638,                 7.0195,                0.22692,                0.92549,                 1.1537,                0.82091,                0.71778,                0.81598,                0.53205,                0.59534,                0.27669,                0.24614,                0.08481,                 1.1418,                 6.1379,                0.02492,                0.71921,                 1.0675,              0.0043735,              0.0043735,              0.0043735
                    343,                 1.2629,                 7.0145,                0.22812,                0.92781,                 1.1542,                0.82061,                0.71807,                0.81624,                0.53206,                 0.5957,                0.27641,                0.24541,                0.08479,                 1.1417,                 6.1385,                0.02487,                 0.7193,                 1.0676,               0.004357,               0.004357,               0.004357
                    344,                 1.2644,                  7.026,                0.22716,                0.92656,                 1.1539,                0.82128,                0.71826,                0.81621,                0.53197,                 0.5886,                0.27812,                 0.2459,                0.08461,                 1.1411,                 6.1379,                0.02488,                0.71897,                 1.0672,              0.0043405,              0.0043405,              0.0043405
                    345,                 1.2637,                 7.0103,                0.22798,                0.92559,                 1.1551,                0.82267,                0.71893,                0.81667,                0.53216,                0.59029,                0.27869,                0.24729,                0.08479,                 1.1409,                 6.1375,                0.02481,                  0.718,                 1.0672,               0.004324,               0.004324,               0.004324
                    346,                 1.2623,                 7.0087,                0.22701,                0.92401,                 1.1549,                0.82076,                0.71921,                0.81637,                0.53194,                0.58956,                0.27936,                0.24733,                0.08517,                 1.1404,                 6.1348,                0.02471,                0.71815,                 1.0671,              0.0043075,              0.0043075,              0.0043075
                    347,                  1.261,                 7.0237,                0.22701,                0.92573,                 1.1551,                0.82035,                0.71807,                 0.8166,                0.53188,                0.58909,                0.27965,                0.24726,                0.08507,                 1.1402,                 6.1338,                0.02458,                0.71795,                 1.0671,               0.004291,               0.004291,               0.004291
                    348,                 1.2604,                   7.01,                0.22719,                0.92274,                 1.1537,                0.81689,                0.72045,                0.81702,                0.53222,                0.59272,                0.27819,                0.24717,                0.08535,                 1.1397,                  6.132,                 0.0244,                0.71766,                  1.067,              0.0042745,              0.0042745,              0.0042745
                    349,                 1.2592,                 7.0008,                0.22708,                 0.9234,                 1.1546,                0.81932,                0.71854,                0.81666,                0.53253,                0.58923,                0.27898,                0.24783,                0.08538,                 1.1395,                 6.1297,                0.02437,                0.71773,                 1.0668,               0.004258,               0.004258,               0.004258
                    350,                 1.2577,                 7.0003,                0.22695,                0.92348,                 1.1532,                0.82256,                0.71769,                0.81705,                0.53263,                0.59253,                0.27793,                0.24695,                0.08486,                 1.1393,                 6.1296,                0.02433,                0.71789,                 1.0666,              0.0042415,              0.0042415,              0.0042415
                    351,                 1.2603,                 7.0043,                 0.2272,                0.92143,                 1.1536,                0.82394,                0.71677,                0.81688,                0.53269,                0.59319,                0.27898,                0.24808,                0.08499,                 1.1393,                 6.1278,                0.02436,                0.71736,                 1.0663,               0.004225,               0.004225,               0.004225
                    352,                 1.2594,                 6.9988,                0.22677,                0.92336,                  1.153,                0.82254,                0.71873,                0.81669,                0.53256,                0.58711,                0.27898,                0.24662,                0.08455,                 1.1391,                 6.1265,                0.02436,                0.71769,                 1.0661,              0.0042085,              0.0042085,              0.0042085
                    353,                 1.2606,                 7.0048,                0.22657,                0.92289,                 1.1531,                0.82114,                0.71974,                 0.8165,                0.53255,                0.58584,                0.27793,                0.24506,                0.08466,                 1.1388,                 6.1254,                0.02433,                0.71769,                 1.0658,               0.004192,               0.004192,               0.004192
                    354,                 1.2581,                 6.9901,                0.22785,                0.92166,                 1.1524,                0.81847,                0.72331,                0.81726,                0.53297,                0.58959,                0.27745,                0.24587,                0.08469,                 1.1387,                 6.1242,                0.02433,                0.71783,                 1.0655,              0.0041755,              0.0041755,              0.0041755
                    355,                 1.2598,                 6.9967,                0.22671,                0.92258,                 1.1531,                0.81431,                0.72493,                0.81762,                0.53301,                0.58584,                0.27793,                0.24592,                0.08475,                 1.1384,                 6.1213,                0.02431,                0.71739,                 1.0653,               0.004159,               0.004159,               0.004159
                    356,                 1.2599,                 6.9981,                0.22679,                0.92353,                 1.1528,                0.81836,                0.72255,                0.81706,                0.53333,                  0.588,                0.27879,                0.24654,                0.08444,                 1.1386,                 6.1181,                0.02437,                0.71707,                 1.0656,              0.0041425,              0.0041425,              0.0041425
                    357,                  1.261,                 6.9943,                0.22552,                0.92335,                 1.1538,                0.81977,                0.72307,                0.81717,                0.53358,                0.59178,                0.27917,                 0.2464,                0.08457,                 1.1379,                 6.1191,                0.02426,                0.71616,                 1.0653,               0.004126,               0.004126,               0.004126
                    358,                 1.2601,                 6.9897,                0.22717,                 0.9212,                  1.153,                0.81801,                0.72607,                0.81755,                0.53384,                0.59496,                0.27907,                0.24777,                0.08496,                 1.1376,                 6.1162,                0.02407,                0.71605,                 1.0651,              0.0041095,              0.0041095,              0.0041095
